Pathogens,Kingdom,Citation1,Citation2,Citation3,Former Species Name
Arcanobacterium phocae,,"Nordgren, Heli, et al. Characterization of a new epidemic necrotic pyoderma in fur animals and its association with Arcanobacterium phocae infection.? PLoS one? 9.10 (2014).",,,
Arcanobacterium pyogenes,,"Greene, Craig E.? Infectious diseases of the dog and cat. No. Ed. 3. WB Saunders\Elsevier Science, 2006.","Greene, Craig E.? Infectious diseases of the dog and cat. No. Ed. 3. WB Saunders\Elsevier Science, 2006.",,
Arcobacter,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Avibacterium paragallinarum,,"Zheng, Yun, Xiangqi Hao, Xi Lin, Qingxu Zheng, Wenyan Zhang, Pei Zhou, and Shoujun Li. Bacterial diversity in the feces of dogs with CPV infection.? Microbial pathogenesis? 121 (2018): 70-76.",,,Haemophilus
Bacillus anthracis,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bacillus piliformis,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bacteroides denticanum,,"Goggin, Kathryn P., et al. Lemierre???s Syndrome Due to the Zoonotic Anaerobe Bacteroides pyogenes: Case Report and Literature Review.? Journal of the Pediatric Infectious Diseases Society? (2021).",,,
Bacteroides fragilis,,"Sears, Cynthia L., et al. Association of enterotoxigenic Bacteroides fragilis infection with inflammatory diarrhea.? Clinical Infectious Diseases? 47.6 (2008): 797-803.","Brook, I. T. Z. H. A. K. Pathogenicity of the Bacteroides fragilis group.? Annals of Clinical & Laboratory Science? 19.5 (1989): 360-376.",,
Bacteroides pyogenes,,"Lau, Jillian SY, et al. Bacteroides pyogenes causing serious human wound infection from animal bites.? Anaerobe? 42 (2016): 172-175.","MCVAY JR, LEON V., and DOUGLAS H. SPRUNT. Bacteroides infections.? Annals of internal medicine? 36.1 (1952): 56-76.",,
Bacteroides uniformis,,"Li Q., Lauber C.L., Czarnecki-Maulden G., Pan Y., Hannah S.S., Effects of the Dietary Protein and Carbohydrate Ratio on Gut Microbiomes in Dogs of Different Conditions. MBio. 2017 Jan 24;8(1).","MCVAY JR, LEON V., and DOUGLAS H. SPRUNT. Bacteroides infections.? Annals of internal medicine? 36.1 (1952): 56-76.",,
Bartonella,,"Mascarelli P. E., Tartara G. P., Pereyra N. B., Maggi R. G. Detection of Mycoplasma haemocanis, Mycoplasma haematoparvum, Mycoplasma suis and other vector-borne pathogens in dogs from C??rdoba and Santa F??, Argentina. (2016) Parasites & Vestors, 9(642)",,,
Bartonella bacilliformis,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bartonella clarridgeiae,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bartonella elizabethae,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bartonella grahamii,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bartonella henselae,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bartonella koehlerae,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bartonella naantaliensis,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bartonella quintana,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bartonella rochalimae,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bartonella vinsonii,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Basidiobolomycosis,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Basidiobolus ranarum,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Bipolaris spiciferum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Bordetella,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Borrelia afzelii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Borrelia burgdorferi,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Borrelia crocidurae,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,Borreliella crocidurae
Borrelia duttonii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Borreliella duttonii
Borrelia garinii,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Borrelia hermsii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Borreliella hermsii
Borrelia hispanica,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,Borreliella hispanica
Borrelia mayonii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Borreliella mayonii
Borrelia miyamotoi,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,Borreliella miyamotoi
Borrelia parkeri,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Borreliella parkeri
Borrelia persica,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,Borreliella persica
Borrelia recurrentis,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Borreliella recurrentis
Borrelia turicatae,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,Borreliella turicatae
Borreliella afzelli,,"Mascarelli P. E., Tartara G. P., Pereyra N. B., Maggi R. G. Detection of Mycoplasma haemocanis, Mycoplasma haematoparvum, Mycoplasma suis and other vector-borne pathogens in dogs from C????rdoba and Santa F????, Argentina. (2016) Parasites & Vestors, 9(642)",,,Borrelia
Borreliella burgdorferi,,"Mascarelli P. E., Tartara G. P., Pereyra N. B., Maggi R. G. Detection of Mycoplasma haemocanis, Mycoplasma haematoparvum, Mycoplasma suis and other vector-borne pathogens in dogs from C??rdoba and Santa F??, Argentina. (2016) Parasites & Vestors, 9(642)",,,Borrelia
Borreliella garinii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Brachyspira hyodysenteriae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",Treponema hyodysenteriae
Brachyspira pilosicoli,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Brucella,,"Wanke, M. M. Canine brucellosis.? Animal reproduction science? 82 (2004): 195-207.",,,
Brucella abortus,,"Wanke, M. M. Canine brucellosis.? Animal reproduction science? 82 (2004): 195-207.",,,
Brucella canis,,"Wanke, M. M. Canine brucellosis.? Animal reproduction science? 82 (2004): 195-207.",,,
Brucella melitensis,,"Wanke, M. M. Canine brucellosis.? Animal reproduction science? 82 (2004): 195-207.",,,
Brucella suis,,"Wanke, M. M. Canine brucellosis.? Animal reproduction science? 82 (2004): 195-207.",,,
Burkholderia,,"Wikraiphat, Chanthiwa, et al. Comparative in vivo and in vitro analyses of putative virulence factors of Burkholderia pseudomallei using lipopolysaccharide, capsule and flagellin mutants.? FEMS Immunology & Medical Microbiology? 56.3 (2009): 253-259.",,,
Burkholderia ambifaria,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia anthina,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia cenocepacia,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia cepacia,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia contaminans,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia gladioli,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia glumae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia mallei,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia multivorans,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia pseudomallei,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia pyrrocinia,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Burkholderia stabilis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Campylobacter,,"Cito F., Rijks J., Rantsios A. T., Cunninghma A. A., Baneth G., Guardabassi L., Kuiken T., Giovannini A. Prioritization of Companion Animal Transmissible Diseases for Policy Intervention in Europe. (2016) Journal of Comparative Pathology, 155(1):S18-S26",,,
Campylobacter avium,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Campylobacter concisus,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Campylobacter fetus,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Campylobacter gracilis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Campylobacter lari,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Campylobacter rectus,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Campylobacter upsaliensis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Campylobacter ureolyticus,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Candida lusitaniae,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Chlamydia avium,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Chlamydia caviae,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Chlamydia gallinacea,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Chlamydia pecorum,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Chlamydia trachomatis,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Cladophialophora bantiana,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Clostridioides difficile,,"Van Belkum, Alex, et al. Classification of bacterial pathogens.? COGEM Res Rep CGM? 2011 (2011): 1-113.",,,Clostridium difficle
Clostridium botulinum,,"Silva, Rodrigo Ot???!vio Silveira, et al. Type C botulism in domestic chickens, dogs and black-pencilled marmoset (Callithrix penicillata) in Minas Gerais, Brazil.? Anaerobe? 51 (2018): 47-49.",,,
Clostridium butyricum,,"Li Q., Lauber C.L., Czarnecki-Maulden G., Pan Y., Hannah S.S., Effects of the Dietary Protein and Carbohydrate Ratio on Gut Microbiomes in Dogs of Different Conditions. MBio. 2017 Jan 24;8(1).",,,
Clostridium chauvoei,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Clostridium perfringens,,"Li Q., Lauber C.L., Czarnecki-Maulden G., Pan Y., Hannah S.S., Effects of the Dietary Protein and Carbohydrate Ratio on Gut Microbiomes in Dogs of Different Conditions. MBio. 2017 Jan 24;8(1).",,,
Clostridium septicum,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Clostridium sporogenes,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Clostridium tetani,,"Prescott, J. F., Uzal, F. A., Songer, J. G., & Popoff, M. R. (2016). Brief description of animal pathogenic Clostridia.? Clostridial diseases of animals,? 1319.",,,
Coccidioides posadasii,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Coccidioidomycosis,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Conidiobolus coronatus,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Conidiobolus incongruus,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Corynebacterium amycolatum,,"Aalbaek B., Bemis D.A., Schjaerff M., Kania S. A., Frank L. A., Guardabassi L. Coryneform bacteria associated with canine otitis externa. (2010) Veterinary Microbiology, 145(3-4):292-298",,,
Corynebacterium aurimucosum,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Corynebacterium auriscanis,,"Bygott J. M., Malnick H., Shah J.J., Chattaway M.A., Karas J. A. First clinical case of Corynebacterium auriscanis isolated from localized dog bite infection. (2008) Journal of Medical Microbiology, 57: 899-900",,,
Corynebacterium freneyi,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Corynebacterium jeikeium,,"Puskar M, Lemons C, Papich MG, Vaden SL, Birkenheuer A. Antibiotic-resistant Corynebacterium jeikeium urinary tract infection in a cat. J Am Anim Hosp Assoc. 2007 Jan-Feb;43(1):61-4. doi: 10.5326/0430061. PMID: 17209087.",,,
Corynebacterium pseudogenitalium,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Corynebacterium pseudotuberculosis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Corynebacterium tuberculostearicum,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Corynebacterium? urealyticum,,"Dennis J.? Chew? DVM, DACVIM, ...? Patricia A.? Schenck? DVM, PhD, in? Canine and Feline Nephrology and Urology (Second Edition), 2011",,,
Coxiella,,"Mtshali, Khethiwe, et al. Occurrence of Coxiella burnetii, Ehrlichia canis, Rickettsia species and Anaplasma phagocytophilum-like bacterium in ticks collected from dogs and cats in South Africa.? Journal of the South African Veterinary Association? 88.1 (2017): 1-6.",,,
Cryptococcus,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Cryptooridium,,"Riggs, Michael W. Cryptosporidiosis in cats, dogs, ferrets, raccoons, opossums, rabbits, and non-human primates.? Cryptosporidiosis of man and animals. CRC Press, 2018. 113-124.",,,
Defluviitalea phaphyphila,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Defluviitalea raffinosedens,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Defluviitalea saccharophila,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Ehrlichia,,"Mascarelli P. E., Tartara G. P., Pereyra N. B., Maggi R. G. Detection of Mycoplasma haemocanis, Mycoplasma haematoparvum, Mycoplasma suis and other vector-borne pathogens in dogs from C??rdoba and Santa F??, Argentina. (2016) Parasites & Vestors, 9(642)",,,
Ehrlichia chaffeensis,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Ehrlichia canis,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Ehrlichia ewingii,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Ehrlichia ruminantium,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Encephalitozoon intestinalis,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Enterobacter cloacae,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Enterococcus faecalis,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Enterocytozoon bieneusi,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Epidermophyton floccosum,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Erysipelothrix rhusiopathiae,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Exophiala jeanselmei,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Fibrobacter succinogenes,,"Spain, A. M., Forsberg, C. W., & Krumholz, L. R. (2015). Fibrobacter.? Bergey's Manual of Systematics of Archaea and Bacteria, 1-10.",,,
Finegoldia magna,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Flavobacterium terrae,,"Loch, Thomas P., and Mohamed Faisal. Emerging flavobacterial infections in fish: a review.? Journal of advanced research? 6.3 (2015): 283-300.",,,
Fonsecaea compacta,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Fonsecaea pedrosoi,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
